time,power_setpoint_kW
00:03:27,1.8
00:03:28,1.8
00:03:29,1.8
00:03:30,1.8
00:03:31,1.8
00:03:32,1.8
00:03:33,1.8
00:03:34,1.8
00:03:35,1.8
00:03:36,1.8
00:03:37,1.8
00:03:38,1.8
00:03:39,1.8
00:03:40,1.8
00:03:41,1.8
00:03:42,1.8
00:03:43,1.8
00:03:44,1.8
00:03:45,1.8
00:03:46,1.8
00:03:47,1.8
00:03:48,1.8
00:03:49,1.8
00:03:50,1.8
00:03:51,1.8
00:03:52,1.8
00:03:53,1.8
00:03:54,1.8
00:03:55,1.8
00:03:56,1.8
00:03:57,1.8
00:03:58,1.8
00:03:59,1.8
00:04:00,1.8
00:04:01,1.8
00:04:02,1.8
00:04:03,1.8
00:04:04,1.8
00:04:05,1.8
00:04:06,1.8
00:04:07,1.8
00:04:08,1.8
00:04:09,1.8
00:04:10,1.8
00:04:11,1.8
00:04:12,1.8
00:04:13,1.8
00:04:14,1.8
00:04:15,1.8
00:04:16,1.8
00:04:17,1.8
00:04:18,1.8
00:04:19,1.8
00:04:20,1.8
00:04:21,1.8
00:04:22,1.8
00:04:23,1.8
00:04:24,1.8
00:04:25,1.8
00:04:26,1.8
00:04:27,1.8
00:04:28,1.8
00:04:29,1.8
00:04:30,1.8
00:04:31,1.8
00:04:32,1.8
00:04:33,1.8
00:04:34,1.8
00:04:35,1.8
00:04:36,1.8
00:04:37,1.8
00:04:38,1.8
00:04:39,1.8
00:04:40,1.8
00:04:41,1.8
00:04:42,1.8
00:04:43,1.8
00:04:44,1.8
00:04:45,1.8
00:04:46,1.8
00:04:47,1.8
00:04:48,1.8
00:04:49,1.8
00:04:50,1.8
00:04:51,1.8
00:04:52,1.8
00:04:53,1.8
00:04:54,1.8
00:04:55,1.8
00:04:56,1.8
00:04:57,1.8
00:04:58,1.8
00:04:59,1.8
00:05:00,1.8
00:05:01,1.8
00:05:02,1.8
00:05:03,1.8
00:05:04,1.8
00:05:05,1.8
00:05:06,1.8
00:05:07,1.8
00:05:08,1.8
00:05:09,1.8
00:05:10,1.8
00:05:11,1.8
00:05:12,1.8
00:05:13,1.8
00:05:14,1.8
00:05:15,1.8
00:05:16,1.8
00:05:17,1.8
00:05:18,1.8
00:05:19,1.8
00:05:20,1.8
00:05:21,1.8
00:05:22,1.8
00:05:23,1.8
00:05:24,1.8
00:05:25,1.8
00:05:26,1.8
00:05:27,1.8
00:05:28,1.8
00:05:29,1.8
00:05:30,1.8
00:05:31,1.8
00:05:32,1.8
00:05:33,1.8
00:05:34,1.8
00:05:35,1.8
00:05:36,1.8
00:05:37,1.8
00:05:38,1.8
00:05:39,1.8
00:05:40,1.8
00:05:41,1.8
00:05:42,1.8
00:05:43,1.8
00:05:44,1.8
00:05:45,1.8
00:05:46,1.8
00:05:47,1.8
00:05:48,1.8
00:05:49,1.8
00:05:50,1.8
00:05:51,1.8
00:05:52,1.8
00:05:53,1.8
00:05:54,1.8
00:05:55,1.8
00:05:56,1.8
00:05:57,1.8
00:05:58,1.8
00:05:59,1.8
00:06:00,1.8
00:06:01,1.8
00:06:02,1.8
00:06:03,1.8
00:06:04,1.8
00:06:05,1.8
00:06:06,1.8
00:06:07,1.8
00:06:08,1.8
00:06:09,1.8
00:06:10,1.8
00:06:11,1.8
00:06:12,1.8
00:06:13,1.8
00:06:14,1.8
00:06:15,1.8
00:06:16,1.8
00:06:17,1.8
00:06:18,1.8
00:06:19,1.8
00:06:20,1.8
00:06:21,1.8
00:06:22,1.8
00:06:23,1.8
00:06:24,1.8
00:06:25,1.8
00:06:26,1.8
00:06:27,1.8
00:06:28,1.8
00:06:29,1.8
00:06:30,1.8
00:06:31,1.8
00:06:32,1.8
00:06:33,1.8
00:06:34,1.8
00:06:35,1.8
00:06:36,1.8
00:06:37,1.8
00:06:38,1.8
00:06:39,1.8
00:06:40,1.8
00:06:41,1.8
00:06:42,1.8
00:06:43,1.8
00:06:44,1.8
00:06:45,1.8
00:06:46,1.8
00:06:47,1.8
00:06:48,1.8
00:06:49,1.8
00:06:50,1.8
00:06:51,1.8
00:06:52,1.8
00:06:53,1.8
00:06:54,1.8
00:06:55,1.8
00:06:56,1.8
00:06:57,1.8
00:06:58,1.8
00:06:59,1.8
00:07:00,1.8
00:07:01,1.8
00:07:02,1.8
00:07:03,1.8
00:07:04,1.8
00:07:05,1.8
00:07:06,1.8
00:07:07,1.8
00:07:08,1.8
00:07:09,1.8
00:07:10,1.8
00:07:11,1.8
00:07:12,1.8
00:07:13,1.8
00:07:14,1.8
00:07:15,1.8
00:07:16,1.8
00:07:17,1.8
00:07:18,1.8
00:07:19,1.8
00:07:20,1.8
00:07:21,1.8
00:07:22,1.8
00:07:23,1.8
00:07:24,1.8
00:07:25,1.8
00:07:26,1.8
00:07:27,1.8
00:07:28,1.8
00:07:29,1.8
00:07:30,1.8
00:07:31,1.8
00:07:32,1.8
00:07:33,1.8
00:07:34,1.8
00:07:35,1.8
00:07:36,1.8
00:07:37,1.8
00:07:38,1.8
00:07:39,1.8
00:07:40,1.8
00:07:41,1.8
00:07:42,1.8
00:07:43,1.8
00:07:44,1.8
00:07:45,1.8
00:07:46,1.8
00:07:47,1.8
00:07:48,1.8
00:07:49,1.8
00:07:50,1.8
00:07:51,1.8
00:07:52,1.8
00:07:53,1.8
00:07:54,1.8
00:07:55,1.8
00:07:56,1.8
00:07:57,1.8
00:07:58,1.8
00:07:59,1.8
00:08:00,0.0
00:08:01,0.0
00:08:02,0.0
00:08:03,0.0
00:08:04,0.0
00:08:05,0.0
00:08:06,0.0
00:08:07,0.0
00:08:08,0.0
00:08:09,0.0
00:08:10,0.0
00:08:11,0.0
00:08:12,0.0
00:08:13,0.0
00:08:14,0.0
00:08:15,0.0
00:08:16,0.0
00:08:17,0.0
00:08:18,0.0
00:08:19,0.0
00:08:20,0.0
00:08:21,0.0
00:08:22,0.0
00:08:23,0.0
00:08:24,0.0
00:08:25,0.0
00:08:26,0.0
00:08:27,0.0
00:08:28,0.0
00:08:29,0.0
00:08:30,0.0
00:08:31,0.0
00:08:32,0.0
00:08:33,0.0
00:08:34,0.0
00:08:35,0.0
00:08:36,0.0
00:08:37,0.0
00:08:38,0.0
00:08:39,0.0
00:08:40,0.0
00:08:41,0.0
00:08:42,0.0
00:08:43,0.0
00:08:44,0.0
00:08:45,0.0
00:08:46,0.0
00:08:47,0.0
00:08:48,0.0
00:08:49,0.0
00:08:50,0.0
00:08:51,0.0
00:08:52,0.0
00:08:53,0.0
00:08:54,0.0
00:08:55,0.0
00:08:56,0.0
00:08:57,0.0
00:08:58,0.0
00:08:59,0.0
00:09:00,0.0
00:09:01,0.0
00:09:02,0.0
00:09:03,0.0
00:09:04,0.0
00:09:05,0.0
00:09:06,0.0
00:09:07,0.0
00:09:08,0.0
00:09:09,0.0
00:09:10,0.0
00:09:11,0.0
00:09:12,0.0
00:09:13,0.0
00:09:14,0.0
00:09:15,0.0
00:09:16,0.0
00:09:17,0.0
00:09:18,0.0
00:09:19,0.0
00:09:20,0.0
00:09:21,0.0
00:09:22,0.0
00:09:23,0.0
00:09:24,0.0
00:09:25,0.0
00:09:26,0.0
00:09:27,0.0
00:09:28,0.0
00:09:29,0.0
00:09:30,0.0
00:09:31,0.0
00:09:32,0.0
00:09:33,0.0
00:09:34,0.0
00:09:35,0.0
00:09:36,0.0
00:09:37,0.0
00:09:38,0.0
00:09:39,0.0
00:09:40,0.0
00:09:41,0.0
00:09:42,0.0
00:09:43,0.0
00:09:44,0.0
00:09:45,0.0
00:09:46,0.0
00:09:47,0.0
00:09:48,0.0
00:09:49,0.0
00:09:50,0.0
00:09:51,0.0
00:09:52,0.0
00:09:53,0.0
00:09:54,0.0
00:09:55,0.0
00:09:56,0.0
00:09:57,0.0
00:09:58,0.0
00:09:59,0.0
00:10:00,0.0
00:10:01,0.0
00:10:02,0.0
00:10:03,0.0
00:10:04,0.0
00:10:05,0.0
00:10:06,0.0
00:10:07,0.0
00:10:08,0.0
00:10:09,0.0
00:10:10,0.0
00:10:11,0.0
00:10:12,0.0
00:10:13,0.0
00:10:14,0.0
00:10:15,0.0
00:10:16,0.0
00:10:17,0.0
00:10:18,0.0
00:10:19,0.0
00:10:20,0.0
00:10:21,0.0
00:10:22,0.0
00:10:23,0.0
00:10:24,0.0
00:10:25,0.0
00:10:26,0.0
00:10:27,0.0
00:10:28,0.0
00:10:29,0.0
00:10:30,0.0
00:10:31,0.0
00:10:32,0.0
00:10:33,0.0
00:10:34,0.0
00:10:35,0.0
00:10:36,0.0
00:10:37,0.0
00:10:38,0.0
00:10:39,0.0
00:10:40,0.0
00:10:41,0.0
00:10:42,0.0
00:10:43,0.0
00:10:44,0.0
00:10:45,0.0
00:10:46,0.0
00:10:47,0.0
00:10:48,0.0
00:10:49,0.0
00:10:50,0.0
00:10:51,0.0
00:10:52,0.0
00:10:53,0.0
00:10:54,0.0
00:10:55,0.0
00:10:56,0.0
00:10:57,0.0
00:10:58,0.0
00:10:59,0.0
00:11:00,0.0
00:11:01,0.0
00:11:02,0.0
00:11:03,0.0
00:11:04,0.0
00:11:05,0.0
00:11:06,0.0
00:11:07,0.0
00:11:08,0.0
00:11:09,0.0
00:11:10,0.0
00:11:11,0.0
00:11:12,0.0
00:11:13,0.0
00:11:14,0.0
00:11:15,0.0
00:11:16,0.0
00:11:17,0.0
00:11:18,0.0
00:11:19,0.0
00:11:20,0.0
00:11:21,0.0
00:11:22,0.0
00:11:23,0.0
00:11:24,0.0
00:11:25,0.0
00:11:26,0.0
00:11:27,0.0
00:11:28,0.0
00:11:29,0.0
00:11:30,0.0
00:11:31,0.0
00:11:32,0.0
00:11:33,0.0
00:11:34,0.0
00:11:35,0.0
00:11:36,0.0
00:11:37,0.0
00:11:38,0.0
00:11:39,0.0
00:11:40,0.0
00:11:41,0.0
00:11:42,0.0
00:11:43,0.0
00:11:44,0.0
00:11:45,0.0
00:11:46,0.0
00:11:47,0.0
00:11:48,0.0
00:11:49,0.0
00:11:50,0.0
00:11:51,0.0
00:11:52,0.0
00:11:53,0.0
00:11:54,0.0
00:11:55,0.0
00:11:56,0.0
00:11:57,0.0
00:11:58,0.0
00:11:59,0.0
00:12:00,0.0
00:12:01,0.0
00:12:02,0.0
00:12:03,0.0
00:12:04,0.0
00:12:05,0.0
00:12:06,0.0
00:12:07,0.0
00:12:08,0.0
00:12:09,0.0
00:12:10,0.0
00:12:11,0.0
00:12:12,0.0
00:12:13,0.0
00:12:14,0.0
00:12:15,0.0
00:12:16,0.0
00:12:17,0.0
00:12:18,0.0
00:12:19,0.0
00:12:20,0.0
00:12:21,0.0
00:12:22,0.0
00:12:23,0.0
00:12:24,0.0
00:12:25,0.0
00:12:26,0.0
00:12:27,0.0
00:12:28,0.0
00:12:29,0.0
00:12:30,0.0
00:12:31,0.0
00:12:32,0.0
00:12:33,0.0
00:12:34,0.0
00:12:35,0.0
00:12:36,0.0
00:12:37,0.0
00:12:38,0.0
00:12:39,0.0
00:12:40,0.0
00:12:41,0.0
00:12:42,0.0
00:12:43,0.0
00:12:44,0.0
00:12:45,0.0
00:12:46,0.0
00:12:47,0.0
00:12:48,0.0
00:12:49,0.0
00:12:50,0.0
00:12:51,0.0
00:12:52,0.0
00:12:53,0.0
00:12:54,0.0
00:12:55,0.0
00:12:56,0.0
00:12:57,0.0
00:12:58,0.0
00:12:59,0.0
00:13:00,0.0
00:13:01,0.0
00:13:02,0.0
00:13:03,0.0
00:13:04,0.0
00:13:05,0.0
00:13:06,0.0
00:13:07,0.0
00:13:08,0.0
00:13:09,0.0
00:13:10,0.0
00:13:11,0.0
00:13:12,0.0
00:13:13,0.0
00:13:14,0.0
00:13:15,0.0
00:13:16,0.0
00:13:17,0.0
00:13:18,0.0
00:13:19,0.0
00:13:20,0.0
00:13:21,0.0
00:13:22,0.0
00:13:23,0.0
00:13:24,0.0
00:13:25,0.0
00:13:26,0.0
00:13:27,0.0
00:13:28,0.0
00:13:29,0.0
00:13:30,0.0
00:13:31,0.0
00:13:32,0.0
00:13:33,0.0
00:13:34,0.0
00:13:35,0.0
00:13:36,0.0
00:13:37,0.0
00:13:38,0.0
00:13:39,0.0
00:13:40,0.0
00:13:41,0.0
00:13:42,0.0
00:13:43,0.0
00:13:44,0.0
00:13:45,0.0
00:13:46,0.0
00:13:47,0.0
00:13:48,0.0
00:13:49,0.0
00:13:50,0.0
00:13:51,0.0
00:13:52,0.0
00:13:53,0.0
00:13:54,0.0
00:13:55,0.0
00:13:56,0.0
00:13:57,0.0
00:13:58,0.0
00:13:59,0.0
00:14:00,0.0
00:14:01,0.0
00:14:02,0.0
00:14:03,0.0
00:14:04,0.0
00:14:05,0.0
00:14:06,0.0
00:14:07,0.0
00:14:08,0.0
00:14:09,0.0
00:14:10,0.0
00:14:11,0.0
00:14:12,0.0
00:14:13,0.0
00:14:14,0.0
00:14:15,0.0
00:14:16,0.0
00:14:17,0.0
00:14:18,0.0
00:14:19,0.0
00:14:20,0.0
00:14:21,0.0
00:14:22,0.0
00:14:23,0.0
00:14:24,0.0
00:14:25,0.0
00:14:26,0.0
00:14:27,0.0
00:14:28,0.0
00:14:29,0.0
00:14:30,0.0
00:14:31,0.0
00:14:32,0.0
00:14:33,0.0
00:14:34,0.0
00:14:35,0.0
00:14:36,0.0
00:14:37,0.0
00:14:38,0.0
00:14:39,0.0
00:14:40,0.0
00:14:41,0.0
00:14:42,0.0
00:14:43,0.0
00:14:44,0.0
00:14:45,0.0
00:14:46,0.0
00:14:47,0.0
00:14:48,0.0
00:14:49,0.0
00:14:50,0.0
00:14:51,0.0
00:14:52,0.0
00:14:53,0.0
00:14:54,0.0
00:14:55,0.0
00:14:56,0.0
00:14:57,0.0
00:14:58,0.0
00:14:59,0.0
00:15:00,5.5
00:15:01,5.5
00:15:02,5.5
00:15:03,5.5
00:15:04,5.5
00:15:05,5.5
00:15:06,5.5
00:15:07,5.5
00:15:08,5.5
00:15:09,5.5
00:15:10,5.5
00:15:11,5.5
00:15:12,5.5
00:15:13,5.5
00:15:14,5.5
00:15:15,5.5
00:15:16,5.5
00:15:17,5.5
00:15:18,5.5
00:15:19,5.5
00:15:20,5.5
00:15:21,5.5
00:15:22,5.5
00:15:23,5.5
00:15:24,5.5
00:15:25,5.5
00:15:26,5.5
00:15:27,5.5
00:15:28,5.5
00:15:29,5.5
00:15:30,5.5
00:15:31,5.5
00:15:32,5.5
00:15:33,5.5
00:15:34,5.5
00:15:35,5.5
00:15:36,5.5
00:15:37,5.5
00:15:38,5.5
00:15:39,5.5
00:15:40,5.5
00:15:41,5.5
00:15:42,5.5
00:15:43,5.5
00:15:44,5.5
00:15:45,5.5
00:15:46,5.5
00:15:47,5.5
00:15:48,5.5
00:15:49,5.5
00:15:50,5.5
00:15:51,5.5
00:15:52,5.5
00:15:53,5.5
00:15:54,5.5
00:15:55,5.5
00:15:56,5.5
00:15:57,5.5
00:15:58,5.5
00:15:59,5.5
00:16:00,5.5
00:16:01,5.5
00:16:02,5.5
00:16:03,5.5
00:16:04,5.5
00:16:05,5.5
00:16:06,5.5
00:16:07,5.5
00:16:08,5.5
00:16:09,5.5
00:16:10,5.5
00:16:11,5.5
00:16:12,5.5
00:16:13,5.5
00:16:14,5.5
00:16:15,5.5
00:16:16,5.5
00:16:17,5.5
00:16:18,5.5
00:16:19,5.5
00:16:20,5.5
00:16:21,5.5
00:16:22,5.5
00:16:23,5.5
00:16:24,5.5
00:16:25,5.5
00:16:26,5.5
00:16:27,5.5
00:16:28,5.5
00:16:29,5.5
00:16:30,5.5
00:16:31,5.5
00:16:32,5.5
00:16:33,5.5
00:16:34,5.5
00:16:35,5.5
00:16:36,5.5
00:16:37,5.5
00:16:38,5.5
00:16:39,5.5
00:16:40,5.5
00:16:41,5.5
00:16:42,5.5
00:16:43,5.5
00:16:44,5.5
00:16:45,5.5
00:16:46,5.5
00:16:47,5.5
00:16:48,5.5
00:16:49,5.5
00:16:50,5.5
00:16:51,5.5
00:16:52,5.5
00:16:53,5.5
00:16:54,5.5
00:16:55,5.5
00:16:56,5.5
00:16:57,5.5
00:16:58,5.5
00:16:59,5.5
00:17:00,5.5
00:17:01,5.5
00:17:02,5.5
00:17:03,5.5
00:17:04,5.5
00:17:05,5.5
00:17:06,5.5
00:17:07,5.5
00:17:08,5.5
00:17:09,5.5
00:17:10,5.5
00:17:11,5.5
00:17:12,5.5
00:17:13,5.5
00:17:14,5.5
00:17:15,5.5
00:17:16,5.5
00:17:17,5.5
00:17:18,5.5
00:17:19,5.5
00:17:20,5.5
00:17:21,5.5
00:17:22,5.5
00:17:23,5.5
00:17:24,5.5
00:17:25,5.5
00:17:26,5.5
00:17:27,5.5
00:17:28,5.5
00:17:29,5.5
00:17:30,5.5
00:17:31,5.5
00:17:32,5.5
00:17:33,5.5
00:17:34,5.5
00:17:35,5.5
00:17:36,5.5
00:17:37,5.5
00:17:38,5.5
00:17:39,5.5
00:17:40,5.5
00:17:41,5.5
00:17:42,5.5
00:17:43,5.5
00:17:44,5.5
00:17:45,5.5
00:17:46,5.5
00:17:47,5.5
00:17:48,5.5
00:17:49,5.5
00:17:50,5.5
00:17:51,5.5
00:17:52,5.5
00:17:53,5.5
00:17:54,5.5
00:17:55,5.5
00:17:56,5.5
00:17:57,5.5
00:17:58,5.5
00:17:59,5.5
00:18:00,5.5
00:18:01,5.5
00:18:02,5.5
00:18:03,5.5
00:18:04,5.5
00:18:05,5.5
00:18:06,5.5
00:18:07,5.5
00:18:08,5.5
00:18:09,5.5
00:18:10,5.5
00:18:11,5.5
00:18:12,5.5
00:18:13,5.5
00:18:14,5.5
00:18:15,5.5
00:18:16,5.5
00:18:17,5.5
00:18:18,5.5
00:18:19,5.5
00:18:20,5.5
00:18:21,5.5
00:18:22,5.5
00:18:23,5.5
00:18:24,5.5
00:18:25,5.5
00:18:26,5.5
00:18:27,5.5
00:18:28,5.5
00:18:29,5.5
00:18:30,5.5
00:18:31,5.5
00:18:32,5.5
00:18:33,5.5
00:18:34,5.5
00:18:35,5.5
00:18:36,5.5
00:18:37,5.5
00:18:38,5.5
00:18:39,5.5
00:18:40,5.5
00:18:41,5.5
00:18:42,5.5
00:18:43,5.5
00:18:44,5.5
00:18:45,5.5
00:18:46,5.5
00:18:47,5.5
00:18:48,5.5
00:18:49,5.5
00:18:50,5.5
00:18:51,5.5
00:18:52,5.5
00:18:53,5.5
00:18:54,5.5
00:18:55,5.5
00:18:56,5.5
00:18:57,5.5
00:18:58,5.5
00:18:59,5.5
00:19:00,5.5
00:19:01,5.5
00:19:02,5.5
00:19:03,5.5
00:19:04,5.5
00:19:05,5.5
00:19:06,5.5
00:19:07,5.5
00:19:08,5.5
00:19:09,5.5
00:19:10,5.5
00:19:11,5.5
00:19:12,5.5
00:19:13,5.5
00:19:14,5.5
00:19:15,5.5
00:19:16,5.5
00:19:17,5.5
00:19:18,5.5
00:19:19,5.5
00:19:20,5.5
00:19:21,5.5
00:19:22,5.5
00:19:23,5.5
00:19:24,5.5
00:19:25,5.5
00:19:26,5.5
00:19:27,5.5
00:19:28,5.5
00:19:29,5.5
00:19:30,5.5
00:19:31,5.5
00:19:32,5.5
00:19:33,5.5
00:19:34,5.5
00:19:35,5.5
00:19:36,5.5
00:19:37,5.5
00:19:38,5.5
00:19:39,5.5
00:19:40,5.5
00:19:41,5.5
00:19:42,5.5
00:19:43,5.5
00:19:44,5.5
00:19:45,5.5
00:19:46,5.5
00:19:47,5.5
00:19:48,5.5
00:19:49,5.5
00:19:50,5.5
00:19:51,5.5
00:19:52,5.5
00:19:53,5.5
00:19:54,5.5
00:19:55,5.5
00:19:56,5.5
00:19:57,5.5
00:19:58,5.5
00:19:59,5.5
00:20:00,5.5
00:20:01,5.5
00:20:02,5.5
00:20:03,5.5
00:20:04,5.5
00:20:05,5.5
00:20:06,5.5
00:20:07,5.5
00:20:08,5.5
00:20:09,5.5
00:20:10,5.5
00:20:11,5.5
00:20:12,5.5
00:20:13,5.5
00:20:14,5.5
00:20:15,5.5
00:20:16,5.5
00:20:17,5.5
00:20:18,5.5
00:20:19,5.5
00:20:20,5.5
00:20:21,5.5
00:20:22,5.5
00:20:23,5.5
00:20:24,5.5
00:20:25,5.5
00:20:26,5.5
00:20:27,5.5
00:20:28,5.5
00:20:29,5.5
00:20:30,5.5
00:20:31,5.5
00:20:32,5.5
00:20:33,5.5
00:20:34,5.5
00:20:35,5.5
00:20:36,5.5
00:20:37,5.5
00:20:38,5.5
00:20:39,5.5
00:20:40,5.5
00:20:41,5.5
00:20:42,5.5
00:20:43,5.5
00:20:44,5.5
00:20:45,5.5
00:20:46,5.5
00:20:47,5.5
00:20:48,5.5
00:20:49,5.5
00:20:50,5.5
00:20:51,5.5
00:20:52,5.5
00:20:53,5.5
00:20:54,5.5
00:20:55,5.5
00:20:56,5.5
00:20:57,5.5
00:20:58,5.5
00:20:59,5.5
00:21:00,5.5
00:21:01,5.5
00:21:02,5.5
00:21:03,5.5
00:21:04,5.5
00:21:05,5.5
00:21:06,5.5
00:21:07,5.5
00:21:08,5.5
00:21:09,5.5
00:21:10,5.5
00:21:11,5.5
00:21:12,5.5
00:21:13,5.5
00:21:14,5.5
00:21:15,5.5
00:21:16,5.5
00:21:17,5.5
00:21:18,5.5
00:21:19,5.5
00:21:20,5.5
00:21:21,5.5
00:21:22,5.5
00:21:23,5.5
00:21:24,5.5
00:21:25,5.5
00:21:26,5.5
00:21:27,5.5
00:21:28,5.5
00:21:29,5.5
00:21:30,5.5
00:21:31,5.5
00:21:32,5.5
00:21:33,5.5
00:21:34,5.5
00:21:35,5.5
00:21:36,5.5
00:21:37,5.5
00:21:38,5.5
00:21:39,5.5
00:21:40,5.5
00:21:41,5.5
00:21:42,5.5
00:21:43,5.5
00:21:44,5.5
00:21:45,5.5
00:21:46,5.5
00:21:47,5.5
00:21:48,5.5
00:21:49,5.5
00:21:50,5.5
00:21:51,5.5
00:21:52,5.5
00:21:53,5.5
00:21:54,5.5
00:21:55,5.5
00:21:56,5.5
00:21:57,5.5
00:21:58,5.5
00:21:59,5.5
00:22:00,0.0
00:22:01,0.0
00:22:02,0.0
00:22:03,0.0
00:22:04,0.0
00:22:05,0.0
00:22:06,0.0
00:22:07,0.0
00:22:08,0.0
00:22:09,0.0
00:22:10,0.0
00:22:11,0.0
00:22:12,0.0
00:22:13,0.0
00:22:14,0.0
00:22:15,0.0
00:22:16,0.0
00:22:17,0.0
00:22:18,0.0
00:22:19,0.0
00:22:20,0.0
00:22:21,0.0
00:22:22,0.0
00:22:23,0.0
00:22:24,0.0
00:22:25,0.0
00:22:26,0.0
00:22:27,0.0
00:22:28,0.0
00:22:29,0.0
00:22:30,0.0
00:22:31,0.0
00:22:32,0.0
00:22:33,0.0
00:22:34,0.0
00:22:35,0.0
00:22:36,0.0
00:22:37,0.0
00:22:38,0.0
00:22:39,0.0
00:22:40,0.0
00:22:41,0.0
00:22:42,0.0
00:22:43,0.0
00:22:44,0.0
00:22:45,0.0
00:22:46,0.0
00:22:47,0.0
00:22:48,0.0
00:22:49,0.0
00:22:50,0.0
00:22:51,0.0
00:22:52,0.0
00:22:53,0.0
00:22:54,0.0
00:22:55,0.0
00:22:56,0.0
00:22:57,0.0
00:22:58,0.0
00:22:59,0.0
00:23:00,0.0
00:23:01,0.0
00:23:02,0.0
00:23:03,0.0
00:23:04,0.0
00:23:05,0.0
00:23:06,0.0
00:23:07,0.0
00:23:08,0.0
00:23:09,0.0
00:23:10,0.0
00:23:11,0.0
00:23:12,0.0
00:23:13,0.0
00:23:14,0.0
00:23:15,0.0
00:23:16,0.0
