time,power_setpoint_kW
00:01:49,6.89
00:01:50,6.94
00:01:51,6.99
00:01:52,7.04
00:01:53,7.09
00:01:54,7.14
00:01:55,7.19
00:01:56,7.24
00:01:57,7.28
00:01:58,7.33
00:01:59,7.38
00:02:00,7.43
00:02:01,7.47
00:02:02,7.52
00:02:03,7.56
00:02:04,7.61
00:02:05,7.66
00:02:06,7.7
00:02:07,7.74
00:02:08,7.79
00:02:09,7.83
00:02:10,7.88
00:02:11,7.92
00:02:12,7.96
00:02:13,8.0
00:02:14,8.04
00:02:15,8.09
00:02:16,8.13
00:02:17,8.17
00:02:18,8.21
00:02:19,8.25
00:02:20,8.29
00:02:21,8.32
00:02:22,8.36
00:02:23,8.4
00:02:24,8.44
00:02:25,8.48
00:02:26,8.51
00:02:27,8.55
00:02:28,8.58
00:02:29,8.62
00:02:30,8.66
00:02:31,8.69
00:02:32,8.72
00:02:33,8.76
00:02:34,8.79
00:02:35,8.82
00:02:36,8.86
00:02:37,8.89
00:02:38,8.92
00:02:39,8.95
00:02:40,8.98
00:02:41,9.01
00:02:42,9.04
00:02:43,9.07
00:02:44,9.1
00:02:45,9.13
00:02:46,9.16
00:02:47,9.19
00:02:48,9.21
00:02:49,9.24
00:02:50,9.27
00:02:51,9.29
00:02:52,9.32
00:02:53,9.34
00:02:54,9.37
00:02:55,9.39
00:02:56,9.42
00:02:57,9.44
00:02:58,9.46
00:02:59,9.48
00:03:00,9.51
00:03:01,9.53
00:03:02,9.55
00:03:03,9.57
00:03:04,9.59
00:03:05,9.61
00:03:06,9.63
00:03:07,9.65
00:03:08,9.66
00:03:09,9.68
00:03:10,9.7
00:03:11,9.71
00:03:12,9.73
00:03:13,9.75
00:03:14,9.76
00:03:15,9.78
00:03:16,9.79
00:03:17,9.8
00:03:18,9.82
00:03:19,9.83
00:03:20,9.84
00:03:21,9.85
00:03:22,9.87
00:03:23,9.88
00:03:24,9.89
00:03:25,9.9
00:03:26,9.91
00:03:27,9.92
00:03:28,9.92
00:03:29,9.93
00:03:30,9.94
00:03:31,9.95
00:03:32,9.95
00:03:33,9.96
00:03:34,9.97
00:03:35,9.97
00:03:36,9.98
00:03:37,9.98
00:03:38,9.98
00:03:39,9.99
00:03:40,9.99
00:03:41,9.99
00:03:42,9.99
00:03:43,9.99
00:03:44,9.99
00:03:45,10.0
00:03:46,9.99
00:03:47,9.99
00:03:48,9.99
00:03:49,9.99
00:03:50,9.99
00:03:51,9.99
00:03:52,9.98
00:03:53,9.98
00:03:54,9.98
00:03:55,9.97
00:03:56,9.97
00:03:57,9.96
00:03:58,9.95
00:03:59,9.95
00:04:00,9.94
00:04:01,9.93
00:04:02,9.92
00:04:03,9.92
00:04:04,9.91
00:04:05,9.9
00:04:06,9.89
00:04:07,9.88
00:04:08,9.87
00:04:09,9.85
00:04:10,9.84
00:04:11,9.83
00:04:12,9.82
00:04:13,9.8
00:04:14,9.79
00:04:15,9.78
00:04:16,9.76
00:04:17,9.75
00:04:18,9.73
00:04:19,9.71
00:04:20,9.7
00:04:21,9.68
00:04:22,9.66
00:04:23,9.65
00:04:24,9.63
00:04:25,9.61
00:04:26,9.59
00:04:27,9.57
00:04:28,9.55
00:04:29,9.53
00:04:30,9.51
00:04:31,9.48
00:04:32,9.46
00:04:33,9.44
00:04:34,9.42
00:04:35,9.39
00:04:36,9.37
00:04:37,9.34
00:04:38,9.32
00:04:39,9.29
00:04:40,9.27
00:04:41,9.24
00:04:42,9.21
00:04:43,9.19
00:04:44,9.16
00:04:45,9.13
00:04:46,9.1
00:04:47,9.07
00:04:48,9.04
00:04:49,9.01
00:04:50,8.98
00:04:51,8.95
00:04:52,8.92
00:04:53,8.89
00:04:54,8.86
00:04:55,8.82
00:04:56,8.79
00:04:57,8.76
00:04:58,8.72
00:04:59,8.69
00:05:00,8.66
00:05:01,8.62
00:05:02,8.58
00:05:03,8.55
00:05:04,8.51
00:05:05,8.48
00:05:06,8.44
00:05:07,8.4
00:05:08,8.36
00:05:09,8.32
00:05:10,8.29
00:05:11,8.25
00:05:12,8.21
00:05:13,8.17
00:05:14,8.13
00:05:15,8.09
00:05:16,8.04
00:05:17,8.0
00:05:18,7.96
00:05:19,7.92
00:05:20,7.88
00:05:21,7.83
00:05:22,7.79
00:05:23,7.74
00:05:24,7.7
00:05:25,7.66
00:05:26,7.61
00:05:27,7.56
00:05:28,7.52
00:05:29,7.47
00:05:30,7.43
00:05:31,7.38
00:05:32,7.33
00:05:33,7.28
00:05:34,7.24
00:05:35,7.19
00:05:36,7.14
00:05:37,7.09
00:05:38,7.04
00:05:39,6.99
00:05:40,6.94
00:05:41,6.89
00:05:42,6.84
00:05:43,6.79
00:05:44,6.74
00:05:45,6.69
00:05:46,6.63
00:05:47,6.58
00:05:48,6.53
00:05:49,6.48
00:05:50,6.42
00:05:51,6.37
00:05:52,6.32
00:05:53,6.26
00:05:54,6.21
00:05:55,6.15
00:05:56,6.1
00:05:57,6.04
00:05:58,5.99
00:05:59,5.93
00:06:00,5.87
00:06:01,5.82
00:06:02,5.76
00:06:03,5.7
00:06:04,5.64
00:06:05,5.59
00:06:06,5.53
00:06:07,5.47
00:06:08,5.41
00:06:09,5.35
00:06:10,5.29
00:06:11,5.23
00:06:12,5.18
00:06:13,5.12
00:06:14,5.06
00:06:15,4.99
00:06:16,4.93
00:06:17,4.87
00:06:18,4.81
00:06:19,4.75
00:06:20,4.69
00:06:21,4.63
00:06:22,4.57
00:06:23,4.5
00:06:24,4.44
00:06:25,4.38
00:06:26,4.32
00:06:27,4.25
00:06:28,4.19
00:06:29,4.13
00:06:30,4.06
00:06:31,4.0
00:06:32,3.93
00:06:33,3.87
00:06:34,3.81
00:06:35,3.74
00:06:36,3.68
00:06:37,3.61
00:06:38,3.55
00:06:39,3.48
00:06:40,3.42
00:06:41,3.35
00:06:42,3.28
00:06:43,3.22
00:06:44,3.15
00:06:45,3.09
00:06:46,3.02
00:06:47,2.95
00:06:48,2.89
00:06:49,2.82
00:06:50,2.75
00:06:51,2.68
00:06:52,2.62
00:06:53,2.55
00:06:54,2.48
00:06:55,2.41
00:06:56,2.35
00:06:57,2.28
00:06:58,2.21
00:06:59,2.14
00:07:00,2.07
00:07:01,2.01
00:07:02,1.94
00:07:03,1.87
00:07:04,1.8
00:07:05,1.73
00:07:06,1.66
00:07:07,1.59
00:07:08,1.52
00:07:09,1.46
00:07:10,1.39
00:07:11,1.32
00:07:12,1.25
00:07:13,1.18
00:07:14,1.11
00:07:15,1.04
00:07:16,0.97
00:07:17,0.9
00:07:18,0.83
00:07:19,0.76
00:07:20,0.69
00:07:21,0.62
00:07:22,0.55
00:07:23,0.48
00:07:24,0.41
00:07:25,0.34
00:07:26,0.27
00:07:27,0.2
00:07:28,0.13
00:07:29,0.06
00:07:30,0.0
00:07:31,0.06
00:07:32,0.13
00:07:33,0.2
00:07:34,0.27
00:07:35,0.34
00:07:36,0.41
00:07:37,0.48
00:07:38,0.55
00:07:39,0.62
00:07:40,0.69
00:07:41,0.76
00:07:42,0.83
00:07:43,0.9
00:07:44,0.97
00:07:45,1.04
00:07:46,1.11
00:07:47,1.18
00:07:48,1.25
00:07:49,1.32
00:07:50,1.39
00:07:51,1.46
00:07:52,1.52
00:07:53,1.59
00:07:54,1.66
00:07:55,1.73
00:07:56,1.8
00:07:57,1.87
00:07:58,1.94
00:07:59,2.01
00:08:00,2.07
00:08:01,2.14
00:08:02,2.21
00:08:03,2.28
00:08:04,2.35
00:08:05,2.41
00:08:06,2.48
00:08:07,2.55
00:08:08,2.62
00:08:09,2.68
00:08:10,2.75
00:08:11,2.82
00:08:12,2.89
00:08:13,2.95
00:08:14,3.02
00:08:15,3.09
00:08:16,3.15
00:08:17,3.22
00:08:18,3.28
00:08:19,3.35
00:08:20,3.42
00:08:21,3.48
00:08:22,3.55
00:08:23,3.61
00:08:24,3.68
00:08:25,3.74
00:08:26,3.81
00:08:27,3.87
00:08:28,3.93
00:08:29,4.0
00:08:30,4.06
00:08:31,4.13
00:08:32,4.19
00:08:33,4.25
00:08:34,4.32
00:08:35,4.38
00:08:36,4.44
00:08:37,4.5
00:08:38,4.57
00:08:39,4.63
00:08:40,4.69
00:08:41,4.75
00:08:42,4.81
00:08:43,4.87
00:08:44,4.93
00:08:45,5.0
00:08:46,5.06
00:08:47,5.12
00:08:48,5.18
00:08:49,5.23
00:08:50,5.29
00:08:51,5.35
00:08:52,5.41
00:08:53,5.47
00:08:54,5.53
00:08:55,5.59
00:08:56,5.64
00:08:57,5.7
00:08:58,5.76
00:08:59,5.82
00:09:00,5.87
00:09:01,5.93
00:09:02,5.99
00:09:03,6.04
00:09:04,6.1
00:09:05,6.15
00:09:06,6.21
00:09:07,6.26
00:09:08,6.32
00:09:09,6.37
00:09:10,6.42
00:09:11,6.48
00:09:12,6.53
00:09:13,6.58
00:09:14,6.63
00:09:15,6.69
00:09:16,6.74
00:09:17,6.79
00:09:18,6.84
00:09:19,6.89
00:09:20,6.94
00:09:21,6.99
00:09:22,7.04
00:09:23,7.09
00:09:24,7.14
00:09:25,7.19
00:09:26,7.24
00:09:27,7.28
00:09:28,7.33
00:09:29,7.38
00:09:30,7.43
00:09:31,7.47
00:09:32,7.52
00:09:33,7.56
00:09:34,7.61
00:09:35,7.66
00:09:36,7.7
00:09:37,7.74
00:09:38,7.79
00:09:39,7.83
00:09:40,7.88
00:09:41,7.92
00:09:42,7.96
00:09:43,8.0
00:09:44,8.04
00:09:45,8.09
00:09:46,8.13
00:09:47,8.17
00:09:48,8.21
00:09:49,8.25
00:09:50,8.29
00:09:51,8.32
00:09:52,8.36
00:09:53,8.4
00:09:54,8.44
00:09:55,8.48
00:09:56,8.51
00:09:57,8.55
00:09:58,8.58
00:09:59,8.62
00:10:00,8.66
00:10:01,8.69
00:10:02,8.72
00:10:03,8.76
00:10:04,8.79
00:10:05,8.82
00:10:06,8.86
00:10:07,8.89
00:10:08,8.92
00:10:09,8.95
00:10:10,8.98
00:10:11,9.01
00:10:12,9.04
00:10:13,9.07
00:10:14,9.1
00:10:15,9.13
00:10:16,9.16
00:10:17,9.19
00:10:18,9.21
00:10:19,9.24
00:10:20,9.27
00:10:21,9.29
00:10:22,9.32
00:10:23,9.34
00:10:24,9.37
00:10:25,9.39
00:10:26,9.42
00:10:27,9.44
00:10:28,9.46
00:10:29,9.48
00:10:30,9.51
00:10:31,9.53
00:10:32,9.55
00:10:33,9.57
00:10:34,9.59
00:10:35,9.61
00:10:36,9.63
00:10:37,9.65
00:10:38,9.66
00:10:39,9.68
00:10:40,9.7
00:10:41,9.71
00:10:42,9.73
00:10:43,9.75
00:10:44,9.76
00:10:45,9.78
00:10:46,9.79
00:10:47,9.8
00:10:48,9.82
00:10:49,9.83
00:10:50,9.84
00:10:51,9.85
00:10:52,9.87
00:10:53,9.88
00:10:54,9.89
00:10:55,9.9
00:10:56,9.91
00:10:57,9.92
00:10:58,9.92
00:10:59,9.93
00:11:00,9.94
00:11:01,9.95
00:11:02,9.95
00:11:03,9.96
00:11:04,9.97
00:11:05,9.97
00:11:06,9.98
00:11:07,9.98
00:11:08,9.98
00:11:09,9.99
00:11:10,9.99
00:11:11,9.99
00:11:12,9.99
00:11:13,9.99
00:11:14,9.99
00:11:15,10.0
00:11:16,9.99
00:11:17,9.99
00:11:18,9.99
00:11:19,9.99
00:11:20,9.99
00:11:21,9.99
00:11:22,9.98
00:11:23,9.98
00:11:24,9.98
00:11:25,9.97
00:11:26,9.97
00:11:27,9.96
00:11:28,9.95
00:11:29,9.95
00:11:30,9.94
00:11:31,9.93
00:11:32,9.92
00:11:33,9.92
00:11:34,9.91
00:11:35,9.9
00:11:36,9.89
00:11:37,9.88
00:11:38,9.87
00:11:39,9.85
00:11:40,9.84
00:11:41,9.83
00:11:42,9.82
00:11:43,9.8
00:11:44,9.79
00:11:45,9.78
00:11:46,9.76
00:11:47,9.75
00:11:48,9.73
00:11:49,9.71
00:11:50,9.7
00:11:51,9.68
00:11:52,9.66
00:11:53,9.65
00:11:54,9.63
00:11:55,9.61
00:11:56,9.59
00:11:57,9.57
00:11:58,9.55
00:11:59,9.53
00:12:00,9.51
00:12:01,9.48
00:12:02,9.46
00:12:03,9.44
00:12:04,9.42
00:12:05,9.39
00:12:06,9.37
00:12:07,9.34
00:12:08,9.32
00:12:09,9.29
00:12:10,9.27
00:12:11,9.24
00:12:12,9.21
00:12:13,9.19
00:12:14,9.16
00:12:15,9.13
00:12:16,9.1
00:12:17,9.07
00:12:18,9.04
00:12:19,9.01
00:12:20,8.98
00:12:21,8.95
00:12:22,8.92
00:12:23,8.89
00:12:24,8.86
00:12:25,8.82
00:12:26,8.79
00:12:27,8.76
00:12:28,8.72
00:12:29,8.69
00:12:30,8.66
00:12:31,8.62
00:12:32,8.58
00:12:33,8.55
00:12:34,8.51
00:12:35,8.48
00:12:36,8.44
00:12:37,8.4
00:12:38,8.36
00:12:39,8.32
00:12:40,8.29
00:12:41,8.25
00:12:42,8.21
00:12:43,8.17
00:12:44,8.13
00:12:45,8.09
00:12:46,8.04
00:12:47,8.0
00:12:48,7.96
00:12:49,7.92
00:12:50,7.88
00:12:51,7.83
00:12:52,7.79
00:12:53,7.74
00:12:54,7.7
00:12:55,7.66
00:12:56,7.61
00:12:57,7.56
00:12:58,7.52
00:12:59,7.47
00:13:00,7.43
00:13:01,7.38
00:13:02,7.33
00:13:03,7.28
00:13:04,7.24
00:13:05,7.19
00:13:06,7.14
00:13:07,7.09
00:13:08,7.04
00:13:09,6.99
00:13:10,6.94
00:13:11,6.89
00:13:12,6.84
00:13:13,6.79
00:13:14,6.74
00:13:15,6.69
00:13:16,6.63
00:13:17,6.58
00:13:18,6.53
00:13:19,6.48
00:13:20,6.42
00:13:21,6.37
00:13:22,6.32
00:13:23,6.26
00:13:24,6.21
00:13:25,6.15
00:13:26,6.1
00:13:27,6.04
00:13:28,5.99
00:13:29,5.93
00:13:30,5.87
00:13:31,5.82
00:13:32,5.76
00:13:33,5.7
00:13:34,5.64
00:13:35,5.59
00:13:36,5.53
00:13:37,5.47
00:13:38,5.41
00:13:39,5.35
00:13:40,5.29
00:13:41,5.23
00:13:42,5.18
00:13:43,5.12
00:13:44,5.06
00:13:45,5.0
00:13:46,4.93
00:13:47,4.87
00:13:48,4.81
00:13:49,4.75
00:13:50,4.69
00:13:51,4.63
00:13:52,4.57
00:13:53,4.5
00:13:54,4.44
00:13:55,4.38
00:13:56,4.32
00:13:57,4.25
00:13:58,4.19
00:13:59,4.13
00:14:00,4.06
00:14:01,4.0
00:14:02,3.93
00:14:03,3.87
00:14:04,3.81
00:14:05,3.74
00:14:06,3.68
00:14:07,3.61
00:14:08,3.55
00:14:09,3.48
00:14:10,3.42
00:14:11,3.35
00:14:12,3.28
00:14:13,3.22
00:14:14,3.15
00:14:15,3.09
00:14:16,3.02
00:14:17,2.95
00:14:18,2.89
00:14:19,2.82
00:14:20,2.75
00:14:21,2.68
00:14:22,2.62
00:14:23,2.55
00:14:24,2.48
00:14:25,2.41
00:14:26,2.35
00:14:27,2.28
00:14:28,2.21
00:14:29,2.14
00:14:30,2.07
00:14:31,2.01
00:14:32,1.94
00:14:33,1.87
00:14:34,1.8
00:14:35,1.73
00:14:36,1.66
00:14:37,1.59
00:14:38,1.52
00:14:39,1.46
00:14:40,1.39
00:14:41,1.32
00:14:42,1.25
00:14:43,1.18
00:14:44,1.11
00:14:45,1.04
00:14:46,0.97
00:14:47,0.9
00:14:48,0.83
00:14:49,0.76
00:14:50,0.69
00:14:51,0.62
00:14:52,0.55
00:14:53,0.48
00:14:54,0.41
00:14:55,0.34
00:14:56,0.27
00:14:57,0.2
00:14:58,0.13
00:14:59,0.06
00:15:00,0.0
00:15:01,0.06
00:15:02,0.13
00:15:03,0.2
00:15:04,0.27
00:15:05,0.34
00:15:06,0.41
00:15:07,0.48
00:15:08,0.55
00:15:09,0.62
00:15:10,0.69
00:15:11,0.76
00:15:12,0.83
00:15:13,0.9
00:15:14,0.97
00:15:15,1.04
00:15:16,1.11
00:15:17,1.18
00:15:18,1.25
00:15:19,1.32
00:15:20,1.39
00:15:21,1.46
00:15:22,1.52
00:15:23,1.59
00:15:24,1.66
00:15:25,1.73
00:15:26,1.8
00:15:27,1.87
00:15:28,1.94
00:15:29,2.01
00:15:30,2.07
00:15:31,2.14
00:15:32,2.21
00:15:33,2.28
00:15:34,2.35
00:15:35,2.41
00:15:36,2.48
00:15:37,2.55
00:15:38,2.62
00:15:39,2.68
00:15:40,2.75
00:15:41,2.82
00:15:42,2.89
00:15:43,2.95
00:15:44,3.02
00:15:45,3.09
00:15:46,3.15
00:15:47,3.22
00:15:48,3.28
00:15:49,3.35
00:15:50,3.42
00:15:51,3.48
00:15:52,3.55
00:15:53,3.61
00:15:54,3.68
00:15:55,3.74
00:15:56,3.81
00:15:57,3.87
00:15:58,3.93
00:15:59,4.0
00:16:00,4.06
00:16:01,4.13
00:16:02,4.19
00:16:03,4.25
00:16:04,4.32
00:16:05,4.38
00:16:06,4.44
00:16:07,4.5
00:16:08,4.57
00:16:09,4.63
00:16:10,4.69
00:16:11,4.75
00:16:12,4.81
00:16:13,4.87
00:16:14,4.93
00:16:15,4.99
00:16:16,5.06
00:16:17,5.12
00:16:18,5.18
00:16:19,5.23
00:16:20,5.29
00:16:21,5.35
00:16:22,5.41
00:16:23,5.47
00:16:24,5.53
00:16:25,5.59
00:16:26,5.64
00:16:27,5.7
00:16:28,5.76
00:16:29,5.82
00:16:30,5.87
00:16:31,5.93
00:16:32,5.99
00:16:33,6.04
00:16:34,6.1
00:16:35,6.15
00:16:36,6.21
00:16:37,6.26
00:16:38,6.32
00:16:39,6.37
00:16:40,6.42
00:16:41,6.48
00:16:42,6.53
00:16:43,6.58
00:16:44,6.63
00:16:45,6.69
00:16:46,6.74
00:16:47,6.79
00:16:48,6.84
00:16:49,6.89
00:16:50,6.94
00:16:51,6.99
00:16:52,7.04
00:16:53,7.09
00:16:54,7.14
00:16:55,7.19
00:16:56,7.24
00:16:57,7.28
00:16:58,7.33
00:16:59,7.38
00:17:00,7.43
00:17:01,7.47
00:17:02,7.52
00:17:03,7.56
00:17:04,7.61
00:17:05,7.66
00:17:06,7.7
00:17:07,7.74
00:17:08,7.79
00:17:09,7.83
00:17:10,7.88
00:17:11,7.92
00:17:12,7.96
00:17:13,8.0
00:17:14,8.04
00:17:15,8.09
00:17:16,8.13
00:17:17,8.17
00:17:18,8.21
00:17:19,8.25
00:17:20,8.29
00:17:21,8.32
00:17:22,8.36
00:17:23,8.4
00:17:24,8.44
00:17:25,8.48
00:17:26,8.51
00:17:27,8.55
00:17:28,8.58
00:17:29,8.62
00:17:30,8.66
00:17:31,8.69
00:17:32,8.72
00:17:33,8.76
00:17:34,8.79
00:17:35,8.82
00:17:36,8.86
00:17:37,8.89
00:17:38,8.92
00:17:39,8.95
00:17:40,8.98
00:17:41,9.01
00:17:42,9.04
00:17:43,9.07
00:17:44,9.1
00:17:45,9.13
00:17:46,9.16
00:17:47,9.19
00:17:48,9.21
00:17:49,9.24
00:17:50,9.27
00:17:51,9.29
00:17:52,9.32
00:17:53,9.34
00:17:54,9.37
00:17:55,9.39
00:17:56,9.42
00:17:57,9.44
00:17:58,9.46
00:17:59,9.48
00:18:00,9.51
00:18:01,9.53
00:18:02,9.55
00:18:03,9.57
00:18:04,9.59
00:18:05,9.61
00:18:06,9.63
00:18:07,9.65
00:18:08,9.66
00:18:09,9.68
00:18:10,9.7
00:18:11,9.71
00:18:12,9.73
00:18:13,9.75
00:18:14,9.76
00:18:15,9.78
00:18:16,9.79
00:18:17,9.8
00:18:18,9.82
00:18:19,9.83
00:18:20,9.84
00:18:21,9.85
00:18:22,9.87
00:18:23,9.88
00:18:24,9.89
00:18:25,9.9
00:18:26,9.91
00:18:27,9.92
00:18:28,9.92
00:18:29,9.93
00:18:30,9.94
00:18:31,9.95
00:18:32,9.95
00:18:33,9.96
00:18:34,9.97
00:18:35,9.97
00:18:36,9.98
00:18:37,9.98
00:18:38,9.98
00:18:39,9.99
00:18:40,9.99
00:18:41,9.99
00:18:42,9.99
00:18:43,9.99
00:18:44,9.99
00:18:45,10.0
00:18:46,9.99
00:18:47,9.99
00:18:48,9.99
00:18:49,9.99
00:18:50,9.99
00:18:51,9.99
00:18:52,9.98
00:18:53,9.98
00:18:54,9.98
00:18:55,9.97
00:18:56,9.97
00:18:57,9.96
00:18:58,9.95
00:18:59,9.95
00:19:00,9.94
00:19:01,9.93
00:19:02,9.92
00:19:03,9.92
00:19:04,9.91
00:19:05,9.9
00:19:06,9.89
00:19:07,9.88
00:19:08,9.87
00:19:09,9.85
00:19:10,9.84
00:19:11,9.83
00:19:12,9.82
00:19:13,9.8
00:19:14,9.79
00:19:15,9.78
00:19:16,9.76
00:19:17,9.75
00:19:18,9.73
00:19:19,9.71
00:19:20,9.7
00:19:21,9.68
00:19:22,9.66
00:19:23,9.65
00:19:24,9.63
00:19:25,9.61
00:19:26,9.59
00:19:27,9.57
00:19:28,9.55
00:19:29,9.53
00:19:30,9.51
00:19:31,9.48
00:19:32,9.46
00:19:33,9.44
00:19:34,9.42
00:19:35,9.39
00:19:36,9.37
00:19:37,9.34
00:19:38,9.32
00:19:39,9.29
00:19:40,9.27
00:19:41,9.24
00:19:42,9.21
00:19:43,9.19
00:19:44,9.16
00:19:45,9.13
00:19:46,9.1
00:19:47,9.07
00:19:48,9.04
00:19:49,9.01
00:19:50,8.98
00:19:51,8.95
00:19:52,8.92
00:19:53,8.89
00:19:54,8.86
00:19:55,8.82
00:19:56,8.79
00:19:57,8.76
00:19:58,8.72
00:19:59,8.69
00:20:00,8.66
00:20:01,8.62
00:20:02,8.58
00:20:03,8.55
00:20:04,8.51
00:20:05,8.48
00:20:06,8.44
00:20:07,8.4
00:20:08,8.36
00:20:09,8.32
00:20:10,8.29
00:20:11,8.25
00:20:12,8.21
00:20:13,8.17
00:20:14,8.13
00:20:15,8.09
00:20:16,8.04
00:20:17,8.0
00:20:18,7.96
00:20:19,7.92
00:20:20,7.88
00:20:21,7.83
00:20:22,7.79
00:20:23,7.74
00:20:24,7.7
00:20:25,7.66
00:20:26,7.61
00:20:27,7.56
00:20:28,7.52
00:20:29,7.47
00:20:30,7.43
00:20:31,7.38
00:20:32,7.33
00:20:33,7.28
00:20:34,7.24
00:20:35,7.19
00:20:36,7.14
00:20:37,7.09
00:20:38,7.04
00:20:39,6.99
00:20:40,6.94
00:20:41,6.89
00:20:42,6.84
00:20:43,6.79
00:20:44,6.74
00:20:45,6.69
00:20:46,6.63
00:20:47,6.58
00:20:48,6.53
00:20:49,6.48
00:20:50,6.42
00:20:51,6.37
00:20:52,6.32
00:20:53,6.26
00:20:54,6.21
00:20:55,6.15
00:20:56,6.1
00:20:57,6.04
00:20:58,5.99
00:20:59,5.93
00:21:00,5.87
00:21:01,5.82
00:21:02,5.76
00:21:03,5.7
00:21:04,5.64
00:21:05,5.59
00:21:06,5.53
00:21:07,5.47
00:21:08,5.41
00:21:09,5.35
00:21:10,5.29
00:21:11,5.23
00:21:12,5.18
00:21:13,5.12
00:21:14,5.06
00:21:15,4.99
00:21:16,4.93
00:21:17,4.87
00:21:18,4.81
00:21:19,4.75
00:21:20,4.69
00:21:21,4.63
00:21:22,4.57
00:21:23,4.5
00:21:24,4.44
00:21:25,4.38
00:21:26,4.32
00:21:27,4.25
00:21:28,4.19
00:21:29,4.13
00:21:30,4.06
00:21:31,4.0
00:21:32,3.93
00:21:33,3.87
00:21:34,3.81
00:21:35,3.74
00:21:36,3.68
00:21:37,3.61
00:21:38,3.55
00:21:39,3.48
00:21:40,3.42
00:21:41,3.35
00:21:42,3.28
00:21:43,3.22
00:21:44,3.15
00:21:45,3.09
00:21:46,3.02
00:21:47,2.95
00:21:48,2.89
00:21:49,2.82
00:21:50,2.75
00:21:51,2.68
00:21:52,2.62
00:21:53,2.55
00:21:54,2.48
00:21:55,2.41
00:21:56,2.35
00:21:57,2.28
00:21:58,2.21
00:21:59,2.14
00:22:00,2.07
00:22:01,2.01
00:22:02,1.94
00:22:03,1.87
00:22:04,1.8
00:22:05,1.73
00:22:06,1.66
00:22:07,1.59
00:22:08,1.52
00:22:09,1.46
00:22:10,1.39
00:22:11,1.32
00:22:12,1.25
00:22:13,1.18
00:22:14,1.11
00:22:15,1.04
00:22:16,0.97
00:22:17,0.9
00:22:18,0.83
00:22:19,0.76
00:22:20,0.69
00:22:21,0.62
00:22:22,0.55
00:22:23,0.48
00:22:24,0.41
00:22:25,0.34
00:22:26,0.27
00:22:27,0.2
00:22:28,0.13
00:22:29,0.06
00:22:30,0.0
00:22:31,0.06
00:22:32,0.13
00:22:33,0.2
00:22:34,0.27
00:22:35,0.34
00:22:36,0.41
00:22:37,0.48
00:22:38,0.55
00:22:39,0.62
00:22:40,0.69
00:22:41,0.76
00:22:42,0.83
00:22:43,0.9
00:22:44,0.97
00:22:45,1.04
00:22:46,1.11
00:22:47,1.18
00:22:48,1.25
00:22:49,1.32
00:22:50,1.39
00:22:51,1.46
00:22:52,1.52
00:22:53,1.59
00:22:54,1.66
00:22:55,1.73
00:22:56,1.8
00:22:57,1.87
00:22:58,1.94
00:22:59,2.01
00:23:00,2.07
00:23:01,2.14
00:23:02,2.21
00:23:03,2.28
00:23:04,2.35
00:23:05,2.41
00:23:06,2.48
00:23:07,2.55
00:23:08,2.62
00:23:09,2.68
00:23:10,2.75
00:23:11,2.82
00:23:12,2.89
00:23:13,2.95
00:23:14,3.02
00:23:15,3.09
00:23:16,3.15
